Book,Chapter,RefID,Num_1_Ratings,Num_2_Ratings,Num_3_Ratings,Num_4_Ratings,Num_5_Ratings,Num_6_Ratings,Num_7_Ratings,Num_8_Ratings,Num_9_Ratings,Num_10_Ratings,Votes,Weighted_Sum,Rating
AFFC,8,AFFC8,2,1,0,0,2,3,9,24,9,11,61,478,7.836065574
AFFC,9,AFFC9,1,2,1,1,0,5,9,24,5,7,55,412,7.490909091
AFFC,10,AFFC10,0,0,0,1,5,20,14,12,1,2,55,372,6.763636364
AFFC,11,AFFC11,3,3,0,0,1,2,17,13,10,7,56,409,7.303571429
AFFC,12,AFFC12,3,1,0,0,3,13,11,16,5,3,55,378,6.872727273
AFFC,13,AFFC13,2,0,1,2,0,2,14,13,7,3,44,320,7.272727273
AFFC,14,AFFC14,2,0,0,0,4,12,15,6,5,4,48,332,6.916666667
AFFC,15,AFFC15,0,1,2,1,2,11,13,10,1,3,44,298,6.772727273
AFFC,16,AFFC16,2,0,1,3,2,12,12,10,1,4,47,312,6.638297872
AFFC,17,AFFC17,3,2,2,0,2,5,10,14,4,7,49,341,6.959183673
AFFC,18,AFFC18,4,0,1,1,2,7,8,17,4,10,54,391,7.240740741
AFFC,19,AFFC19,1,0,0,1,3,6,23,7,4,5,50,359,7.18
AFFC,20,AFFC20,4,0,1,0,2,6,11,10,7,11,52,383,7.365384615
AFFC,21,AFFC21,1,1,0,0,2,4,9,13,9,6,45,345,7.666666667
AFFC,22,AFFC22,1,0,0,1,3,5,10,13,9,5,47,355,7.553191489
AFFC,23,AFFC23,0,3,0,1,0,7,2,15,9,6,43,327,7.604651163
AFFC,24,AFFC24,2,2,0,0,0,5,8,11,8,7,43,322,7.488372093
AFFC,25,AFFC25,3,0,0,0,0,4,12,8,6,3,36,259,7.194444444
AFFC,26,AFFC26,1,0,1,2,1,2,8,15,2,5,37,273,7.378378378
AFFC,27,AFFC27,0,0,0,0,3,2,8,15,5,3,36,278,7.722222222
AFFC,28,AFFC28,0,1,0,0,0,3,10,12,6,4,36,280,7.777777778
AFFC,29,AFFC29,3,0,1,0,2,3,9,9,7,3,37,262,7.081081081
AFFC,30,AFFC30,2,2,0,0,0,4,4,14,9,6,41,311,7.585365854
AFFC,31,AFFC31,2,0,1,0,0,3,9,10,9,3,37,277,7.486486486
AFFC,32,AFFC32,1,0,0,0,1,3,4,22,8,3,42,330,7.857142857
AFFC,33,AFFC33,2,0,1,0,4,4,12,19,6,6,54,399,7.388888889
AFFC,34,AFFC34,2,3,1,0,2,3,8,16,12,8,55,411,7.472727273
AFFC,35,AFFC35,3,0,0,1,0,0,4,11,15,8,42,338,8.047619048
AFFC,36,AFFC36,0,1,0,0,0,1,7,15,10,11,45,377,8.377777778
AFFC,37,AFFC37,2,1,0,0,2,2,9,11,7,7,41,310,7.56097561
AFFC,38,AFFC38,0,0,1,0,1,2,4,13,18,5,44,364,8.272727273
AFFC,39,AFFC39,0,1,1,0,0,1,1,11,13,6,34,283,8.323529412
AFFC,40,AFFC40,2,0,1,0,1,3,9,10,5,6,37,276,7.459459459
AFFC,41,AFFC41,1,1,0,0,1,2,6,9,9,8,37,295,7.972972973
AFFC,42,AFFC42,1,0,0,1,0,1,4,7,8,7,29,237,8.172413793
AFFC,43,AFFC43,0,1,0,1,0,0,1,8,13,6,30,254,8.466666667
AFFC,44,AFFC44,1,0,0,0,0,2,3,6,16,18,46,406,8.826086957
AFFC,45,AFFC45,1,0,1,0,0,1,3,13,16,5,40,329,8.225
AFFC,46,AFFC46,1,0,0,0,0,2,8,15,5,9,40,324,8.1
ADWD,1,ADWD1,2,0,1,0,4,13,37,54,51,30,192,1553,8.088541667
ADWD,2,ADWD2,0,1,0,0,1,6,42,54,32,16,152,1217,8.006578947
ADWD,3,ADWD3,2,0,1,2,11,27,42,31,14,16,146,1058,7.246575342
ADWD,4,ADWD4,5,0,1,0,0,4,23,45,44,22,144,1169,8.118055556
ADWD,5,ADWD5,1,0,1,2,2,6,27,38,45,20,142,1156,8.14084507
ADWD,6,ADWD6,1,0,0,0,7,17,38,35,15,12,125,939,7.512
ADWD,7,ADWD7,2,0,0,4,5,36,43,21,11,10,132,927,7.022727273
ADWD,8,ADWD8,5,0,1,1,0,0,7,13,44,101,172,1571,9.13372093
ADWD,9,ADWD9,0,1,0,2,3,9,37,37,11,12,112,853,7.616071429
ADWD,10,ADWD10,0,0,0,0,2,6,26,37,31,19,121,993,8.20661157
ADWD,11,ADWD11,1,3,2,1,0,4,14,51,29,13,118,938,7.949152542
ADWD,12,ADWD12,1,0,1,1,7,18,27,30,18,12,115,862,7.495652174
ADWD,13,ADWD13,3,1,0,1,0,3,8,36,46,17,115,955,8.304347826
ADWD,14,ADWD14,4,1,1,2,2,3,6,13,25,82,139,1236,8.892086331
ADWD,15,ADWD15,2,0,1,2,3,8,28,34,12,13,103,782,7.59223301
ADWD,16,ADWD16,0,0,1,2,4,12,18,40,13,12,102,786,7.705882353
ADWD,17,ADWD17,2,0,0,3,5,11,33,25,8,16,103,768,7.45631068
ADWD,18,ADWD18,5,1,0,0,1,3,15,32,30,18,105,841,8.00952381
ADWD,19,ADWD19,3,0,3,1,3,6,17,40,26,21,120,950,7.916666667
ADWD,20,ADWD20,0,1,0,0,3,2,5,30,51,21,113,973,8.610619469
ADWD,21,ADWD21,2,0,0,0,0,3,4,43,36,14,102,856,8.392156863
ADWD,22,ADWD22,3,0,0,1,0,8,30,28,14,7,91,685,7.527472527
ADWD,23,ADWD23,3,0,0,0,2,3,21,40,18,7,94,730,7.765957447
ADWD,24,ADWD24,3,1,2,1,14,29,27,13,1,7,98,631,6.43877551
ADWD,25,ADWD25,1,0,0,0,0,5,12,29,29,18,94,788,8.382978723
ADWD,26,ADWD26,2,0,1,0,6,15,20,21,11,9,85,622,7.317647059
ADWD,27,ADWD27,3,0,0,0,2,2,1,23,51,23,105,905,8.619047619
ADWD,28,ADWD28,1,0,1,0,1,4,18,27,28,20,100,827,8.27
ADWD,29,ADWD29,1,1,0,0,3,1,10,31,31,19,97,811,8.360824742
ADWD,30,ADWD30,2,0,2,0,0,2,2,10,31,95,144,1343,9.326388889
ADWD,31,ADWD31,2,2,2,2,15,18,32,15,5,8,101,672,6.653465347
ADWD,32,ADWD32,0,0,1,0,0,1,13,21,43,38,117,1035,8.846153846
ADWD,33,ADWD33,4,0,0,2,1,0,7,34,48,19,115,960,8.347826087
ADWD,34,ADWD34,3,0,0,1,3,12,26,38,11,14,108,819,7.583333333
ADWD,35,ADWD35,3,0,0,0,1,0,4,19,28,64,119,1080,9.075630252
ADWD,36,ADWD36,3,0,0,2,3,8,30,30,15,7,98,729,7.43877551
ADWD,37,ADWD37,6,4,4,13,14,24,21,18,2,9,115,691,6.008695652
ADWD,38,ADWD38,1,2,1,1,1,2,8,30,38,28,112,947,8.455357143
ADWD,39,ADWD39,2,0,0,3,1,6,5,32,32,26,107,894,8.355140187
ADWD,40,ADWD40,1,0,0,0,4,4,18,30,20,9,86,681,7.918604651
ADWD,41,ADWD41,2,1,1,0,10,15,25,26,9,5,94,661,7.031914894
ADWD,42,ADWD42,0,1,1,0,0,2,10,38,29,19,100,842,8.42
ADWD,43,ADWD43,1,1,0,0,4,7,35,25,18,5,96,722,7.520833333
ADWD,44,ADWD44,8,1,0,3,7,20,18,23,5,8,93,612,6.580645161
ADWD,45,ADWD45,1,0,1,1,3,1,13,34,25,11,90,727,8.077777778
ADWD,46,ADWD46,5,0,0,0,2,1,10,22,33,52,125,1084,8.672
ADWD,47,ADWD47,0,2,1,0,0,1,5,21,44,42,116,1032,8.896551724
ADWD,48,ADWD48,2,0,1,0,3,3,17,35,27,11,99,790,7.97979798
ADWD,49,ADWD49,1,1,0,0,1,1,12,22,43,28,109,941,8.633027523
ADWD,50,ADWD50,2,1,0,0,1,3,19,27,19,12,84,667,7.94047619
ADWD,51,ADWD51,5,1,1,2,5,25,20,19,7,10,95,648,6.821052632
ADWD,52,ADWD52,0,0,1,0,0,1,5,12,43,64,126,1167,9.261904762
ADWD,53,ADWD53,2,0,0,0,0,0,5,15,36,68,126,1161,9.214285714
ADWD,54,ADWD54,0,1,0,0,1,8,14,25,26,17,92,757,8.22826087
ADWD,55,ADWD55,1,0,0,0,2,6,26,35,17,10,97,762,7.855670103
ADWD,56,ADWD56,0,0,0,1,3,6,20,39,16,11,96,761,7.927083333
ADWD,57,ADWD57,1,1,0,3,2,7,27,26,12,16,95,732,7.705263158
ADWD,58,ADWD58,2,0,1,0,2,4,18,29,30,12,98,787,8.030612245
ADWD,59,ADWD59,1,0,0,0,1,3,17,30,27,14,93,766,8.23655914
ADWD,60,ADWD60,1,0,1,0,1,7,19,39,12,11,91,714,7.846153846
ADWD,61,ADWD61,3,2,0,1,6,19,28,17,10,12,98,697,7.112244898
ADWD,62,ADWD62,1,0,0,0,0,7,11,25,40,15,99,830,8.383838384
ADWD,63,ADWD63,1,0,1,0,0,3,10,39,40,19,113,954,8.442477876
ADWD,64,ADWD64,1,1,0,0,0,6,23,27,29,22,109,897,8.229357798
ADWD,65,ADWD65,4,2,0,0,2,4,4,27,40,45,128,1096,8.5625
ADWD,66,ADWD66,0,0,0,1,1,5,15,25,44,34,125,1080,8.64
ADWD,67,ADWD67,1,0,1,0,3,7,25,37,16,12,102,796,7.803921569
ADWD,68,ADWD68,2,0,0,0,1,0,8,12,38,64,125,1141,9.128
ADWD,69,ADWD69,4,1,0,0,0,7,10,39,30,28,119,980,8.235294118
ADWD,70,ADWD70,20,0,1,2,4,5,16,31,29,55,163,1252,7.680981595
ADWD,71,ADWD71,3,0,0,0,1,5,19,34,25,20,107,868,8.112149533
ADWD,72,ADWD72,5,1,2,4,5,9,24,26,28,21,125,946,7.568
ADWD,73,ADWD73,1,1,0,0,1,0,1,21,35,72,132,1218,9.227272727
BOIL,1,ADWD1,2,0,1,0,4,13,37,54,51,30,192,1553,8.088541667
BOIL,2,AFFC1,1,2,0,0,3,2,19,27,23,14,91,728,8
BOIL,3,AFFC2,5,0,0,3,4,8,28,28,7,7,90,638,7.088888889
BOIL,4,AFFC3,3,0,1,1,1,10,13,35,15,9,88,671,7.625
BOIL,5,AFFC4,2,1,1,1,1,8,14,29,17,7,81,617,7.617283951
BOIL,6,ADWD2,0,1,0,0,1,6,42,54,32,16,152,1217,8.006578947
BOIL,7,ADWD3,2,0,1,2,11,27,42,31,14,16,146,1058,7.246575342
BOIL,8,AFFC5,1,2,2,1,14,14,21,17,3,7,82,549,6.695121951
BOIL,9,ADWD4,5,0,1,0,0,4,23,45,44,22,144,1169,8.118055556
BOIL,10,ADWD5,1,0,1,2,2,6,27,38,45,20,142,1156,8.14084507
BOIL,11,ADWD6,1,0,0,0,7,17,38,35,15,12,125,939,7.512
BOIL,12,ADWD7,2,0,0,4,5,36,43,21,11,10,132,927,7.022727273
BOIL,13,AFFC6,1,0,0,1,1,5,19,19,9,7,62,476,7.677419355
BOIL,14,ADWD8,5,0,1,1,0,0,7,13,44,101,172,1571,9.13372093
BOIL,15,AFFC7,3,3,0,0,1,3,12,25,11,8,66,495,7.5
BOIL,16,AFFC8,2,1,0,0,2,3,9,24,9,11,61,478,7.836065574
BOIL,17,AFFC9,1,2,1,1,0,5,9,24,5,7,55,412,7.490909091
BOIL,18,AFFC10,0,0,0,1,5,20,14,12,1,2,55,372,6.763636364
BOIL,19,AFFC11,3,3,0,0,1,2,17,13,10,7,56,409,7.303571429
BOIL,20,AFFC12,3,1,0,0,3,13,11,16,5,3,55,378,6.872727273
BOIL,21,ADWD9,0,1,0,2,3,9,37,37,11,12,112,853,7.616071429
BOIL,22,ADWD10,0,0,0,0,2,6,26,37,31,19,121,993,8.20661157
BOIL,23,ADWD11,1,3,2,1,0,4,14,51,29,13,118,938,7.949152542
BOIL,24,ADWD12,1,0,1,1,7,18,27,30,18,12,115,862,7.495652174
BOIL,25,ADWD13,3,1,0,1,0,3,8,36,46,17,115,955,8.304347826
BOIL,26,AFFC13,2,0,1,2,0,2,14,13,7,3,44,320,7.272727273
BOIL,27,AFFC14,2,0,0,0,4,12,15,6,5,4,48,332,6.916666667
BOIL,28,ADWD14,4,1,1,2,2,3,6,13,25,82,139,1236,8.892086331
BOIL,29,ADWD15,2,0,1,2,3,8,28,34,12,13,103,782,7.59223301
BOIL,30,ADWD16,0,0,1,2,4,12,18,40,13,12,102,786,7.705882353
BOIL,31,AFFC15,0,1,2,1,2,11,13,10,1,3,44,298,6.772727273
BOIL,32,AFFC16,2,0,1,3,2,12,12,10,1,4,47,312,6.638297872
BOIL,33,ADWD17,2,0,0,3,5,11,33,25,8,16,103,768,7.45631068
BOIL,34,ADWD18,5,1,0,0,1,3,15,32,30,18,105,841,8.00952381
BOIL,35,AFFC17,3,2,2,0,2,5,10,14,4,7,49,341,6.959183673
BOIL,36,ADWD19,3,0,3,1,3,6,17,40,26,21,120,950,7.916666667
BOIL,37,AFFC18,4,0,1,1,2,7,8,17,4,10,54,391,7.240740741
BOIL,38,ADWD20,0,1,0,0,3,2,5,30,51,21,113,973,8.610619469
BOIL,39,AFFC19,1,0,0,1,3,6,23,7,4,5,50,359,7.18
BOIL,40,AFFC20,4,0,1,0,2,6,11,10,7,11,52,383,7.365384615
BOIL,41,AFFC21,1,1,0,0,2,4,9,13,9,6,45,345,7.666666667
BOIL,42,AFFC22,1,0,0,1,3,5,10,13,9,5,47,355,7.553191489
BOIL,43,AFFC23,0,3,0,1,0,7,2,15,9,6,43,327,7.604651163
BOIL,44,AFFC24,2,2,0,0,0,5,8,11,8,7,43,322,7.488372093
BOIL,45,AFFC25,3,0,0,0,0,4,12,8,6,3,36,259,7.194444444
BOIL,46,ADWD21,2,0,0,0,0,3,4,43,36,14,102,856,8.392156863
BOIL,47,ADWD22,3,0,0,1,0,8,30,28,14,7,91,685,7.527472527
BOIL,48,ADWD23,3,0,0,0,2,3,21,40,18,7,94,730,7.765957447
BOIL,49,ADWD24,3,1,2,1,14,29,27,13,1,7,98,631,6.43877551
BOIL,50,ADWD25,1,0,0,0,0,5,12,29,29,18,94,788,8.382978723
BOIL,51,ADWD26,2,0,1,0,6,15,20,21,11,9,85,622,7.317647059
BOIL,52,ADWD27,3,0,0,0,2,2,1,23,51,23,105,905,8.619047619
BOIL,53,AFFC26,1,0,1,2,1,2,8,15,2,5,37,273,7.378378378
BOIL,54,AFFC27,0,0,0,0,3,2,8,15,5,3,36,278,7.722222222
BOIL,55,AFFC28,0,1,0,0,0,3,10,12,6,4,36,280,7.777777778
BOIL,56,ADWD28,1,0,1,0,1,4,18,27,28,20,100,827,8.27
BOIL,57,ADWD29,1,1,0,0,3,1,10,31,31,19,97,811,8.360824742
BOIL,58,ADWD30,2,0,2,0,0,2,2,10,31,95,144,1343,9.326388889
BOIL,59,AFFC29,3,0,1,0,2,3,9,9,7,3,37,262,7.081081081
BOIL,60,AFFC30,2,2,0,0,0,4,4,14,9,6,41,311,7.585365854
BOIL,61,ADWD31,2,2,2,2,15,18,32,15,5,8,101,672,6.653465347
BOIL,62,ADWD32,0,0,1,0,0,1,13,21,43,38,117,1035,8.846153846
BOIL,63,AFFC31,2,0,1,0,0,3,9,10,9,3,37,277,7.486486486
BOIL,64,AFFC32,1,0,0,0,1,3,4,22,8,3,42,330,7.857142857
BOIL,65,ADWD33,4,0,0,2,1,0,7,34,48,19,115,960,8.347826087
BOIL,66,ADWD34,3,0,0,1,3,12,26,38,11,14,108,819,7.583333333
BOIL,67,AFFC33,2,0,1,0,4,4,12,19,6,6,54,399,7.388888889
BOIL,68,AFFC34,2,3,1,0,2,3,8,16,12,8,55,411,7.472727273
BOIL,69,AFFC35,3,0,0,1,0,0,4,11,15,8,42,338,8.047619048
BOIL,70,AFFC36,0,1,0,0,0,1,7,15,10,11,45,377,8.377777778
BOIL,71,AFFC37,2,1,0,0,2,2,9,11,7,7,41,310,7.56097561
BOIL,72,AFFC38,0,0,1,0,1,2,4,13,18,5,44,364,8.272727273
BOIL,73,AFFC39,0,1,1,0,0,1,1,11,13,6,34,283,8.323529412
BOIL,74,AFFC40,2,0,1,0,1,3,9,10,5,6,37,276,7.459459459
BOIL,75,AFFC41,1,1,0,0,1,2,6,9,9,8,37,295,7.972972973
BOIL,76,ADWD35,3,0,0,0,1,0,4,19,28,64,119,1080,9.075630252
BOIL,77,ADWD36,3,0,0,2,3,8,30,30,15,7,98,729,7.43877551
BOIL,78,ADWD37,6,4,4,13,14,24,21,18,2,9,115,691,6.008695652
BOIL,79,ADWD38,1,2,1,1,1,2,8,30,38,28,112,947,8.455357143
BOIL,80,ADWD39,2,0,0,3,1,6,5,32,32,26,107,894,8.355140187
BOIL,81,ADWD40,1,0,0,0,4,4,18,30,20,9,86,681,7.918604651
BOIL,82,ADWD41,2,1,1,0,10,15,25,26,9,5,94,661,7.031914894
BOIL,83,ADWD42,0,1,1,0,0,2,10,38,29,19,100,842,8.42
BOIL,84,ADWD43,1,1,0,0,4,7,35,25,18,5,96,722,7.520833333
BOIL,85,ADWD44,8,1,0,3,7,20,18,23,5,8,93,612,6.580645161
BOIL,86,AFFC42,1,0,0,1,0,1,4,7,8,7,29,237,8.172413793
BOIL,87,ADWD45,1,0,1,1,3,1,13,34,25,11,90,727,8.077777778
BOIL,88,AFFC43,0,1,0,1,0,0,1,8,13,6,30,254,8.466666667
BOIL,89,AFFC44,1,0,0,0,0,2,3,6,16,18,46,406,8.826086957
BOIL,90,AFFC45,1,0,1,0,0,1,3,13,16,5,40,329,8.225
BOIL,91,AFFC46,1,0,0,0,0,2,8,15,5,9,40,324,8.1
BOIL,92,ADWD46,5,0,0,0,2,1,10,22,33,52,125,1084,8.672
BOIL,93,ADWD47,0,2,1,0,0,1,5,21,44,42,116,1032,8.896551724
BOIL,94,ADWD48,2,0,1,0,3,3,17,35,27,11,99,790,7.97979798
BOIL,95,ADWD49,1,1,0,0,1,1,12,22,43,28,109,941,8.633027523
BOIL,96,ADWD50,2,1,0,0,1,3,19,27,19,12,84,667,7.94047619
BOIL,97,ADWD51,5,1,1,2,5,25,20,19,7,10,95,648,6.821052632
BOIL,98,ADWD52,0,0,1,0,0,1,5,12,43,64,126,1167,9.261904762
BOIL,99,ADWD53,2,0,0,0,0,0,5,15,36,68,126,1161,9.214285714
BOIL,100,ADWD54,0,1,0,0,1,8,14,25,26,17,92,757,8.22826087
BOIL,101,ADWD55,1,0,0,0,2,6,26,35,17,10,97,762,7.855670103
BOIL,102,ADWD56,0,0,0,1,3,6,20,39,16,11,96,761,7.927083333
BOIL,103,ADWD57,1,1,0,3,2,7,27,26,12,16,95,732,7.705263158
BOIL,104,ADWD58,2,0,1,0,2,4,18,29,30,12,98,787,8.030612245
BOIL,105,ADWD59,1,0,0,0,1,3,17,30,27,14,93,766,8.23655914
BOIL,106,ADWD60,1,0,1,0,1,7,19,39,12,11,91,714,7.846153846
BOIL,107,ADWD61,3,2,0,1,6,19,28,17,10,12,98,697,7.112244898
BOIL,108,ADWD62,1,0,0,0,0,7,11,25,40,15,99,830,8.383838384
BOIL,109,ADWD63,1,0,1,0,0,3,10,39,40,19,113,954,8.442477876
BOIL,110,ADWD64,1,1,0,0,0,6,23,27,29,22,109,897,8.229357798
BOIL,111,ADWD65,4,2,0,0,2,4,4,27,40,45,128,1096,8.5625
BOIL,112,ADWD66,0,0,0,1,1,5,15,25,44,34,125,1080,8.64
BOIL,113,ADWD67,1,0,1,0,3,7,25,37,16,12,102,796,7.803921569
BOIL,114,ADWD68,2,0,0,0,1,0,8,12,38,64,125,1141,9.128
BOIL,115,ADWD69,4,1,0,0,0,7,10,39,30,28,119,980,8.235294118
BOIL,116,ADWD70,20,0,1,2,4,5,16,31,29,55,163,1252,7.680981595
BOIL,117,ADWD71,3,0,0,0,1,5,19,34,25,20,107,868,8.112149533
BOIL,118,ADWD72,5,1,2,4,5,9,24,26,28,21,125,946,7.568
BOIL,119,ADWD73,1,1,0,0,1,0,1,21,35,72,132,1218,9.227272727
